case_id,address,category,stratum,selected,bundle_sha256,n_legs,n_history,n_decoded,anchor_fallback,pair_E1,pair_E2,pair_E3,clean_E1,clean_E2,clean_E3,inverted,pair_agree,n_pairs,adjudicator,unanimous,overridden
case_102,HhVSgc49N2FPeA8FCLbkQPLdnNCRohnPv3x9qRpp1E7C,standard,selected,True,f112b60fe90c9ed05d35ad3a0d8c3141e7bdce045c4631e1f1c2c7aca9c76f1e,90,120,12,False,yes,yes,yes,9,10,9,1,3,3,yes,True,False
case_103,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,standard,selected,True,555902fa3a8ebac542bc8d1ea45cd2d4f4b3c3b326db1de06e3b0557e90848c9,91,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_104,7FqMNbijKbmhu86QG2G9m7YkqGdWdTBY8aapY5rN4guh,standard,selected,True,a87adb7be7a1550e7771846b656f9a22bda259ddb7361e5faaebced649b16f4b,240,120,12,False,yes,yes,yes,4,6,4,4,3,3,yes,True,False
case_105,4G9RznKvrtBWn2sRETcAsnSRkectXiDsFP5imBbSiFM2,standard,selected,True,4a62d81de7cf8d6fde135396f018a3ebce21d10a8d459201739c6f328c94b65a,82,120,12,False,yes,yes,yes,7,8,7,3,3,3,yes,True,False
case_106,8WdvS5youPM3nxvMugd5hSupFn8rPRUD5KXdAc9eN7G,standard,selected,True,882e7190dad5b3474fa8689b6a36a35ba5be17d2ded000012245c91f69999b5a,112,120,12,False,yes,yes,yes,9,10,9,1,3,3,yes,True,False
case_107,5EfVWzpTEA9Ayjw8sK8r9wfpqkuu11cLSL1DxEFuUpdT,standard,control_fail_both,False,56e188f9442f5600607339f5c24e3a4447368a1d516838366ef7a375480a1bba,58,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_108,CN4AG1iqQeLaZrQB2qsfJaAQgUBHeSXUK6UvC31n77UJ,standard,selected,True,4831069b4ef67f2ffa92bb1eab7442d1ccbdf49352ce953e65a66344973db6c1,86,120,12,False,yes,yes,yes,5,10,5,5,3,3,yes,True,False
case_109,93QkPPc1o1U8qAtsuX6WPGBHNpcz8RUopjZhERaKoktA,standard,selected,True,52cd731038cffaaa9caffe249902cc7d07c82baf02792b732aa719b8ffe83cf9,91,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_110,5wutoUsK5P1qnL33Dc1jpBKgpAy8TTtUV1m77xkEmnDE,standard,selected,True,3aa744c5353ed1cf95d252593813b31e8a0bd435718e9d450ad24d05bc56ec06,321,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_111,FhwFSBV6UZP55DWjVGAsqaatXajhMZS9ZV84p7Yzq6wj,standard,selected,True,811429d3a6f052bd054e6cc32778e332abc485e3e93e576e5e68e2e5546ec465,84,120,12,False,ambiguous,yes,yes,10,10,10,0,2,3,yes,False,False
case_112,kapRxcwXvkdCLgbc6WuxQtkTYYovs7buJ3hbMp4Xri2,standard,selected,True,05e9c449944a10e79069cedf8d157be431f0dbfaeb2ae03fddbd3d20aa55405d,78,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_113,2dAHGmJ1LqMZjXHU5Gf6uL2NKk7QfjFmnVnhvMTAUZAX,standard,selected,True,9ae53c9dee6e2953b0d4071eb6bd85a449df69aafa72264867b3c9ec531e594f,244,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_114,maNkAEpHDsF2NBMXSjPwZLXaHxQChTYM7AJxfpbYQn5,standard,selected,True,68d807a373337bda553ecb47f063774dfcf7d1d9b1ab4d521fe17b56b55e9c93,98,120,12,False,yes,yes,yes,9,10,9,1,3,3,yes,True,False
case_115,CFGu6QkwnCBkVjDUPosktxwd9auZt2Zcmu13Sriv6vT8,standard,selected,True,b6720062bd1277962b693ef20b23103f905bcda2fe800e63ab5f115b2a671925,174,120,12,False,yes,yes,yes,7,10,7,3,3,3,yes,True,False
case_116,E45YLW6LV2GdvPu4HgpBMZF4veGmUqbK6hs2W3ykx2s1,standard,selected,True,efe1195ad0aaf9a433df25211c7f4570ca3592f1c635baf6452d5c7dedddc2cc,66,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_117,BwotV2eXGVUb4anUt5J2JSUCGxAXPqUf7m2i1o36FNQG,standard,selected,True,ea41834fed23de9b08a5856f11f6d0dabeed273986e9d8e0f17e9eed1f2fa4b7,118,120,12,False,yes,yes,yes,9,10,9,1,3,3,yes,True,False
case_118,BhBc8kbkgzXHmv79mPHCCVfpdZwanYabPR939g8foje6,standard,selected,True,71d8c9c0c55bc9c0ad587f12c18df5b70bfa48ec93d0fdb817d1770e69002bca,143,120,12,False,yes,yes,yes,7,9,7,2,3,3,yes,True,False
case_119,Gf8wub9hxjDTccJ6n1sjG2ooXP1Bi6qWcaMa3WJzhto3,standard,selected,True,e0c57a944a4bef1f7f3d84394c786f93c5c71d137adc3817b24bce408159e62a,171,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_120,hope6BQrM48TGTHtom4Gd5uJZqoj68s2AAq4syi1EPb,standard,selected,True,94c00e352e7da30f336cb903289ae226b89489b53e46f18e5448a69e3183ccdc,149,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_121,CqF3gUDojKuVdd6zBk2GZBTG84aAQ2b7tYeeyS18Sd2Z,standard,selected,True,706b8fbb77e9d1c2a8801d7bbde1c0941c8ad7bb11597e15ad3d4cac5715471c,134,120,12,False,yes,yes,yes,8,8,9,1,3,3,yes,True,False
case_122,B1GJKp3ZSkURv6pxC5WJ8WasK7d3sfdyw9ASw7cMFbVa,standard,selected,True,1fae71a6147af2a2e2a7823e70ecbee7a83c6704dd385e0ce11ecd9318a1b5c2,192,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_123,D1hS4zJXnoxpCWA6fwEBxPASvDmW9ALf3gNFyMTdoB5n,standard,selected,True,e1b087398e985a5845d03c06fb5fc77b46366085b2cd00e156bc05de340630af,126,120,12,False,yes,yes,yes,5,5,7,4,3,3,yes,True,False
case_124,EpxkAcSi29vtEzSfhBigJ9zoCKsYySY46VM4fdtCUcpy,standard,control_fail_SC,False,093c74274f58d89d14827f2df0ce9de509d1e7e2f44d3c9826a0c6d5009fc61b,30,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_125,CqVZZpYYe3VCsNTujpwfD4s252Y5CFuSdmq8o7rHf7cy,standard,control_fail_SC,False,1ddc7059606962a728d938bedaf46bd7819cb6d248a98628aeaa9e67dc552377,107,120,12,False,yes,yes,no,9,9,9,0,2,3,yes,False,False
case_126,dipBSrUxqFrEeqcNcjjNPTdexP5dYvV74GBVGgXUrjC,standard,selected,True,a556d28cea6d54ad6cee6c4f1b75dc2c0ac6c70d41d8952331f660894fca8ac3,110,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_127,3JKsYEix4VgXN8mexdo5xUWXBSdpGXjAz5TMAPbpuuWe,standard,control_fail_both,False,595264ad5a846e9341b875295f9230573af87689a46155670ef2e188021e1b8d,72,120,12,False,yes,yes,yes,3,3,10,7,3,3,yes,True,False
case_128,GeaRhnwwEWR3E5LcdEXQ1KAva5UHfiNBPTwgLnrB4BVa,standard,selected,True,2740a237840cce246e844af271b05d3523febd09ab6584e7d63ff8c669f78510,132,120,12,False,yes,yes,yes,8,8,10,2,3,3,yes,True,False
case_129,uw37QFEWBsBEiZsfRuy7hRF8zv2CxhyiM5pHVd1EoRK,standard,selected,True,ec2a8d3614aae02a23188568f5c55ee7dcc5602897d81be5156c42985ca48796,121,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_130,iK7BmyUoFm2GDXfXSi61u94kJXSFyknFnGFQukbF2bb,standard,selected,True,077d3e914dd4a55c115c5eabeaef1e026f8c6fa15fc8664ebd71f93f7727e3fc,152,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_131,22EZM6Z1KcAuKeGDK4D9uyaLK8s9DtndsTfQvVVhY1vf,standard,selected,True,7b6d3c770f6cddc93b7f93f2301ed4744ae732c56ec06c6f0f044086d1beca3f,204,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_132,6oa9TfAX3GFYhUshgrp5Uw3bM7TthZ67quzZqYtq3Yq8,standard,control_fail_SC,False,ff2b52586593130c17f9b4fb89d17c0a247176b88bbd1be46336f7f4beae84d2,62,120,12,False,yes,yes,ambiguous,6,8,8,0,2,3,no,False,True
case_133,CbrNhxXkYQqc4uefAYCfBW9UJELGsZGGZtpdpPZmBB1P,standard,selected,True,f8a3e43faa8ba81faaecc869bad53b02f81570a221e0b86ab3836f694b8adcae,131,120,12,False,yes,yes,yes,5,5,8,3,3,3,yes,True,False
case_134,AkFPD9JzmBaMMkeMDNyvYzovKkBrZAyyrujQnMTMNPRP,standard,selected,True,5ec39101015503a902a71af23d51c3963908970e7849ee1bfd9230c2b252b6e8,124,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_135,HwGqFnPY6H2sGFoDUMYqr63geoR6Tb8yrfnKGLMnARzj,standard,selected,True,129fe1ae0b8af602b52b2922ede77df53bb549aea9a6f38e42dd3d61d61f2ea6,30,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_136,E6LNz8nyW3wfJw2CQ4W6EsTkXq6oqAieUCQ5i3YEnvuv,standard,control_fail_FG,False,ee5153fad27550482e9b740943e572d62cd30022515bdc2452980e7fc3b5a477,106,120,12,False,yes,yes,yes,8,8,9,2,3,3,yes,True,False
case_137,31ZTbcUcCod6rztN5fAX2USLVejFmHCjunf1Vr5wRSKu,standard,control_fail_SC,False,aea1178870bc997b900bfd5a7ff786166e47486100bf8ade0ff8b8ea2ec8a301,59,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_138,7FovysP3MGZjFb2MRPtQPn27Ntejdjot2u2WAyL1fUaA,standard,selected,True,ef6b6d3f82168213264cc06ef3360c2caa46f55cf1ba60fabb710034585807e7,68,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_139,BRAywUXHzo6f7V8gmvBT7aABknQXEJBqMqyCQVGynB9w,standard,selected,True,58bf4e88c2206e95bbdcdd8c6af77eb8d2f0d43a694690109c507951ce6ec932,66,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_140,HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,standard,control_fail_FG,False,f09a33e3e8d04a8fceb30e3bf833b6483afe56627d95c892d548013c0276617e,94,120,12,False,yes,yes,yes,7,7,10,3,3,3,yes,True,False
case_141,DULTXqjYWJbqbdzS8QCmjhDaq1vyc2qSTDyrwR7Nti9M,standard,selected,True,e13906d74d76f30a18348e0b869db534dea478076fdf7b29f94b478e21b1a8d8,183,120,12,False,yes,yes,yes,9,9,10,1,3,3,yes,True,False
case_142,98dsVDKafpmtKadHEab11y7QVjxJLSUwokhdosniW1Qf,standard,control_fail_FG,False,d171aa82f135f5bd25e1e17a3cb1e5955c5322a66b5d83f8556d8a651ff9e725,142,120,12,False,yes,yes,yes,5,6,9,4,2,3,yes,True,False
case_143,84pKrbH9ENm9vEBu7Smi53MpnAxBimZpFabfQWyFeYiV,standard,control_fail_FG,False,b2160f97d7631e097a701c07c81e6f6cb1c834624b0250ae10a97a6c9b791d69,100,120,12,False,yes,yes,yes,7,7,10,3,3,3,yes,True,False
case_144,9QwvmJ6KFkmvraqycNGEZe8yAab2bbmU6pFG8WDRjnSh,standard,selected,True,5a546ee64d6bbf7d13f7f39789f6f4c677cab27f6e4bf740c28a00b7830fb8e9,112,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_145,8aUpqx3eGhLSE81rVi2gzpdoJf13F9XBpcAanVf7xNaW,standard,selected,True,8579b5e1a7d92801beb770fc226d476f59f9e89af9ac056f674dc0a292e35af8,135,120,12,False,yes,yes,yes,9,9,10,1,3,3,yes,True,False
case_146,D7nLz34AHgPmMfaWThYruWF4eiiKjWfxNfpxUeA5Lq6V,standard,selected,True,7592749048299aa604f8cfe057f45ae76b8fa94c2a1b7552d69460f2967f7a02,182,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_147,BVfVe44WjgrmNX5rGXa3uNk5ZBgACVqJgb9c7J59c696,standard,control_fail_FG,False,23418771d22c0c5053e72426fb7a7c5562df30e3e7f45fae982eda145f596653,134,120,12,False,yes,yes,yes,8,8,10,2,3,3,yes,True,False
case_148,DidDyGNx9u77jeVTySboZrvi8gUiHRwuJyJJ2b4mgLdW,standard,selected,True,0d855f06587fff52a26c02483ea444cde8600eb51f525898a0dd12c8a3190a25,199,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_149,5S9GNPRGz4QEriPeajC3Buf4GPEF4vTNyk3SmjwCo2i4,standard,control_fail_SC,False,66681878c5f2045e69b2fccabbc1e7f8a96fddb31f85522ac06fb8bcf95cc5e8,80,120,12,False,yes,yes,yes,4,4,9,6,3,3,yes,True,False
case_150,DLawrPmAHdj3KbibEfE8DqbiVD4Zf5Wdt9JQJwD4BT8Q,standard,selected,True,bc36d185809ec7c330c7c1e8760576e065fb00a9386f677121e8d307b355af21,172,120,12,False,yes,yes,yes,9,9,10,1,3,3,yes,True,False
case_151,AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,standard,selected,True,3a036122e2f696ae7040ce77bb3c8784df08a1dbdd335f730ba5f4dd3fe0c0ea,192,120,12,False,yes,yes,yes,10,8,8,2,3,3,yes,True,False
case_152,EdWS7QUmhr3Yn5ymeFJqBwrNGP14PCbcmaANNaYk52k4,standard,control_fail_SC,False,cd38f56f065b9965309722b36171d84f042d96535f4bff89065d8e19b8e73725,80,120,12,False,yes,yes,yes,8,8,3,7,3,3,yes,True,False
case_153,AqvA7Ckc4jyV6JkKwC4pVme82PmzEebyrtyULdxeHbQz,standard,selected,True,29ddd69e0d8ecfbbccfaf7d275aa817ccb33d4eb9db77db13a7aca92fede6b14,73,120,12,False,yes,yes,yes,10,6,8,2,3,3,yes,True,False
case_154,7zLgvikci5MKekYBiX22WjJfHyu29FAHTgDsP35Sbura,standard,selected,True,020a734eb8d10197966eee63476f69dc386f6c699a72e60dddbb8c9e95f321a3,228,120,12,False,yes,yes,yes,7,6,9,1,3,3,yes,True,False
case_155,2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,standard,selected,True,4eea91ddf1b8e3f85e868af15030962ef35dd8607ff2b312297238c1543f115b,78,120,12,False,yes,yes,yes,9,8,8,2,3,3,yes,True,False
case_156,9QG2sTWpXjADeHj9BmNhiXUYv8Z4wjP2n9sWjP8ChtUU,standard,control_fail_FG,False,a63276eeacfc5305078394b4967a20dbdf05390cfda27a79521fdd42151918f1,86,120,12,False,yes,yes,yes,10,9,8,2,3,3,yes,True,False
case_157,8qAsHZNPsWriCcPfkjcDwTSM5iWHK84RWUXL5V3ZSX1F,standard,selected,True,c8e6faad5af0733d00005759c65d4163469b7948f2be910b20258602e566ed2d,34,120,12,False,yes,yes,yes,9,10,10,0,3,3,yes,True,False
case_158,DULTPxixRvN8SmXGkZoEXMzRm6FMgDYA1SNmjNYbHaJ8,standard,selected,True,0612f35385cc337796356550aa9941900bd79e4fb3fdd705fa9f064d11f283b4,196,120,12,False,yes,yes,yes,10,9,9,1,3,3,yes,True,False
case_159,6KB3A3mMTvg4BcNFYZjM1tzqUCxjmqfpnydcPqESeT2V,standard,selected,True,4a09245fc8d2b52b9bd627dea056a41ccfa3d4443fa854fa348b6a3ca1ce7449,159,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_160,7fS8dbos3yDH3SA3pgSbHPDcyrpB7mFh2asn1ajxDjh3,standard,selected,True,f1f3d73fa98f1f918775c77d4de4abd0221804de327a898fe323f8479082b607,251,120,12,False,yes,yes,yes,10,6,9,1,3,3,yes,True,False
case_161,HqXf7BH8F35yyZnRrCMgGgj2yWUqdr8nGvH7ZC9xW1HB,standard,selected,True,6e67d9fd69094e54d73229bd67ac4c5f2219036701bb2d8e303aac2cef594f67,34,120,12,False,yes,yes,yes,9,9,10,0,3,3,yes,True,False
case_162,2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,standard,selected,True,5896c86a34c2ab628cdd1cda32341244e73d4d1d848878a017160e68372ea4c6,143,120,12,False,yes,yes,yes,10,7,10,0,3,3,yes,True,False
case_163,G66piJfqyA2i6d5KXvBTVj1zonPwNpSPoaRF71vMZoaq,standard,selected,True,c46a99957bcd61badd533343ebbc1d91082dff4b1e19912c8e5a0ff798bda5e7,158,120,12,False,yes,yes,yes,10,9,9,1,3,3,yes,True,False
case_164,2mcD6fJFbkitCjePErPw4kMewXSmKFTf169c7CZXrUwe,standard,selected,True,8632b7222417a6a3c76d088fe4744485558075d6702a1c3f738ac75c61bb24e2,54,120,12,False,yes,yes,yes,7,7,10,0,3,3,yes,True,False
case_165,GnPUxksT5BQWAzZYcjGu4KNypSeg8xmCCALa1dJhhr2E,standard,control_fail_SC,False,80fe9b65ca2a8d81ddacaa86b9795116db3b4b9f34c7b34bd50ef1247747cc4e,46,120,12,False,yes,yes,yes,7,9,1,9,3,3,yes,True,False
case_166,Hiuj2kiAxiXuE8xBfChRAv6ibPxzqbH6KRetkzGsh5Y7,standard,control_fail_FG,False,67ce958028ac3087d0845ea5e643fb30670f0c1f49ab358d39734a3481f2eb7b,281,120,12,False,yes,yes,yes,8,8,7,3,3,3,yes,True,False
case_167,EhhBh8FLioNMA7MYMZNtLwo3hZaAEqX1UsJeSQXeYbGX,standard,control_fail_both,False,902d6b444d310aab5a04f5b16e022bf3e41af14850e1a24da614b5dba9bb4801,70,120,12,False,no,yes,no,10,10,0,0,2,3,no,False,False
case_168,FJwDHKZvdWw3grZCraEpFYG39atTzmqeMYj8PdVNbvjw,standard,selected,True,a57af60b46250a21df9fde2fbf3b6676ff83b87c9692d535bd9461ef9752b6a8,129,120,12,False,yes,yes,yes,8,8,10,0,3,3,yes,True,False
case_169,13j3sXVhNr5xJihjSkVenBztRMWuYixpMt3hCCWPSxiC,standard,selected,True,3d2c3daf6c26575a64cf6f87eed1717644b5b6b7299084a6fa517a2ade622633,115,120,12,False,yes,yes,yes,10,9,10,0,3,3,yes,True,False
case_170,CFfwnDuLKvvXg1oDwGr4x3TkUy2VDaBAN9n5EcfbQUBU,standard,selected,True,cc2b8143d74151e2c435aa4c2f0eae0e8e3eb0a5d6ec43fc1c45f766e216fe07,128,120,12,False,yes,yes,yes,10,9,6,4,3,3,yes,True,False
case_171,3jmh4WisJ1SVaorXJGdBKsjybp7CWWxhM7hScR4Pa2xW,standard,selected,True,2f34f82dc2393f1c21ea293c9ee2db78a1e2c4819cb9d5aaed25cb7b928326f2,91,120,12,False,yes,yes,yes,10,10,9,1,3,3,yes,True,False
case_172,C86oRMyUqzsXKXEAsCUbrhJuYuMbqXxE886s9MpUFF88,standard,selected,True,2bc7a733fc5e7ba7c2e61efcc653b89a69feb5a3d53817ab67f722ffc46ad645,107,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_173,Ezm1xUAsCvZCQAskybKcr5JbKDBXR2ezZCfJxS3wkhsb,standard,control_fail_SC,False,4c9254b792fb19a7c8266fc3ffc878f42762aaa7f4307cc9b11e7ea28874fdca,67,120,12,False,yes,yes,yes,8,8,1,9,3,3,yes,True,False
case_174,GubHu2phLzPjgUca5S26SZbhY2kHvLidbymyDRyG8JQZ,standard,selected,True,24345267fb477b9bee1f75ef9f0cf8c254f91f5f37c0de3e78059fbb8747be4f,182,120,12,False,yes,yes,yes,8,6,10,0,3,3,yes,True,False
case_175,2n78p72RVYbyAiPtzZCNBYjMsEXKRiqfd5zArK8r2tgG,standard,selected,True,c751835ed60ed27886575c5987ea33292d33320a64d22d39611cb81764d28eb0,110,120,12,False,yes,yes,yes,9,8,10,0,3,3,yes,True,False
case_176,6m4bqcJyyrvSoyi4hDs4UktW2VarSyJ8caTrPCU2NwR,standard,selected,True,6616037200902a1a6aaed88a9269976250dbdb9720517905b079214720a0d5db,34,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_177,9ycFMq9J4jUhZTt4M3dapSGLGvJR4rFqmkqDRQPVeAH7,standard,selected,True,79bf8d4dac334d91e74ced09546276d1fc8f836c4c4d8b35d927d3e45108e9e9,82,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_178,9XW22iPewUQF5dTsKfy6pqwwH9w5B7aDAktx9L6PTaG6,standard,control_fail_both,False,5f4265d0bd3eb644aced7bcb11cf4656150e3ca568fc56b48368778eb81cb0ce,99,120,12,False,no,yes,no,0,7,0,4,3,3,no,False,False
case_179,6cLLbTznubDDA284PfnEZYzxKiNgzMcf1RFjY8ehE5zK,standard,selected,True,f17465f27d5793de2e8aed23f9bc7fad41d94bc03bef30bb05fb109cf85e58e0,112,120,12,False,yes,yes,yes,10,6,9,1,3,3,yes,True,False
case_180,8T4XXALtGjvJytQ2zvFSBaZYexxqd1fzpC1n8ATSbkWc,standard,selected,True,cef177a0df6326648801f04379e360a72e9ebb235cfa01cfab292850a427f74d,107,120,12,False,no,yes,no,10,10,0,0,2,3,no,False,False
case_181,2DHRvbSXQXug7MyfvKv6x2cYMZamEnLwcoVXCAbvNWQX,standard,selected,True,c64a8ca38245b8afcc29ed4a75f822f439d618c63d642d5b97228bfb8d880912,76,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_182,FAMEcanszfKG6WrXstFZjhpcsRkBA6Y59K2m3Qsjv5sa,standard,selected,True,f0792886a2b34fb5346503d5437808b363f854719cd09ed6e6babbb50154e8d2,145,120,12,False,yes,yes,yes,7,8,8,1,3,3,yes,True,False
case_183,BSHdFzWq6BfXpTx49LcCuvF4FVZakEZTibkKgjBcJqLD,standard,selected,True,ad20b8181b8cea8eccb6f82f4283432f8b03279b3f64820b46ca191bd7dfa41e,124,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_184,SLrkDC3uSHPzVPR4b8JmigFqwMUBpdGbYip2YGxpWMn,standard,selected,True,f45b9e888eeeac4dd2dfa1fc2c7a9ba2f2319d00095926bef14ff83cbf2272ed,117,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_185,3z6XerLKkDwmiU3aiuPCcFgkhmfret8AM6EmPtGxi71d,standard,selected,True,33498060d13c4a4ae8e69b2df00f1a278fa770e1a201c58d2c3519f6dade2244,116,120,12,False,yes,yes,yes,8,8,8,1,3,3,yes,True,False
case_186,93kgxYKex5wPyEkjH9P4KspLFAi3fdWBkw8vZce51pbp,standard,selected,True,3e4cacfdf1345c03985cb4d2868a59fa5483a80268688b95104aa627e4d82004,204,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_187,9wZKBHJhuo2ytDxAX6ZMRojcdKYXx5BAfC8JJwDLtwgU,standard,selected,True,3ef6f1b8218d6438fc32b140526e6d4fdafc3ab19f541d0c61b8ee340600973f,142,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_188,2NrZYjvtLmRwsVMQRL4H5C7kBgJqohnSQLoFFhhT16Ew,standard,control_fail_both,False,ef2468125030d49968fc8abfeee0b34b9053609d77113ef98cd34898fee231d9,58,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_189,ARARAaxBzCcmKmbsS8JD4hy74tY2VwHfGon2tN9YmDB3,standard,control_fail_FG,False,045db848184c63d04688bd8d5e7f217e640ce7038d6e63752262e79380e9f5e7,82,120,12,False,yes,yes,yes,9,9,9,1,3,3,yes,True,False
case_190,79MoTXF84kAwcKZ3e6T4vTHBUvvzeXyh4ygKTRsuLvCr,standard,selected,True,43821557d21c9b3784493bb46972a9b11bbff34cc8765925bb9a95e7f202dde4,74,120,12,False,yes,yes,yes,9,10,10,0,3,3,yes,True,False
case_191,J3Ez1WjZMpcnMua4xA9nirZwWTurAxY7wqhm4vPeJ8k5,standard,control_fail_FG,False,bee1d694a1ae42832cd345b58afd9302c800e812ad2e6fc567327364d95d357c,110,120,12,False,yes,yes,yes,4,5,5,3,3,3,yes,True,False
case_192,4fUEAor82W3ZNXgP3DzBnKptUp4qEFbMw5BKnwX8ZvEZ,standard,control_fail_SC,False,a20e779010fa03f97cbd600ad89a9fb194c9fbaef0ed72f839d9d6eafe908c6f,52,120,12,False,yes,yes,yes,8,8,8,0,3,3,yes,True,False
case_193,GVJp1bkQgw3QdXBmvWRBK5SaXcr3kzf45SfrvRDobQQE,standard,selected,True,64e6bce0b01d44987a1ee32c6d7aa72ab9a7c63d5e95227850acac2e7200f644,76,120,12,False,yes,yes,yes,7,8,9,1,3,3,yes,True,False
case_194,Dbjzj4YCEXpvrnxvpLHKQ7u6ifvzqKwuUxCef4Za4AEK,standard,control_fail_both,False,fe5081d79b7347b32845597d4e795211391e722a6ff6f44f895de618c691fd9d,76,120,12,False,yes,yes,yes,3,3,3,7,3,3,yes,True,False
case_195,JBVgTLpTFi6ycWMR5zKMgVpLAWdPQv8RRvbt3jG9MVSz,standard,control_fail_SC,False,5b23ca350d9aa41ce137ab7048a1aedf8ed42afacaf9699617551c5f2e45cf13,184,120,12,False,no,no,no,0,0,0,0,3,3,no,True,False
case_196,6uzVPLzrPMhHHJAf7Sc5zWi6rCkvoQBFFZqXWySN7RnZ,standard,selected,True,3efc75a65f65526d47a1cfb4cfb628b48abd2569ac4c91fb34c608642d139d8c,102,120,12,False,yes,yes,yes,10,10,10,0,3,3,yes,True,False
case_197,CHpjEWwhgitd9o3arVtwgGh4naHCkB45T4TiaAq8iGna,standard,control_fail_both,False,84890098cf1b6fa0fab26ae0df5e6a8249814dc276b31af28c97ac39db099b23,100,120,12,False,yes,yes,yes,4,4,4,6,3,3,yes,True,False
case_198,hWJCRPNTt9fUBohpCdGsotGerPGu3BKx3sDmSd43qbk,standard,control_fail_FG,False,b0ab66c3980eb4d243a1fbcbddf576ef41600fb6e436f31f883d7489b96b73a0,143,120,12,False,yes,yes,yes,6,6,6,4,3,3,yes,True,False
case_199,JN6MEw1E68qWzLmZfAz2revdk7go2P7tCeCecMFzzys,standard,control_fail_SC,False,e925b232394722d78a872d7b4b97b26693b9a5a33e7cf70f5050d817880e2d91,63,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_200,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,standard,selected,True,aaede3c6cbb7997653b2c1130e6977ac968884c9a4b0c1bbe624670e88c351da,31,120,12,False,yes,yes,yes,8,8,8,0,3,3,yes,True,False
case_201,7nCRbePZDbVyybQjZx5qXFh4NnBadVNSV13Djef6z7R2,standard,selected,True,c4ad86e823260645fbdba13b46dff958206d60076fd6cf611026658c1cd94a97,35,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_202,8cKTsKRe8TN5QrQJE1pjzU3Ry6iFKF3ua1yf4BBHAv9g,standard,selected,True,6e56256d2a899ccc8398ada6b8e21d158b831ff9f0db27eaf6753cea61853ad5,93,120,12,False,yes,yes,yes,9,9,9,0,3,3,yes,True,False
case_203,5DCr3CaGVFXEqdXKqnYizRtedZpKFCHQjDxGgm97hzK,standard,control_fail_both,False,3317c23174eaf67578f37e315cfcb0c08658eb0603c6b67b5ce581938e70a37f,46,120,12,False,yes,yes,yes,5,5,5,5,3,3,yes,True,False
case_204,912iwi9rQV6mc6RxGa77QDjcQjLgoKvEVahBFeqdpSgN,standard,selected,True,ae5b7464f525881f04ccabca33afdca5b2e087b25a516b78fefe0b876958ab44,241,120,12,False,yes,yes,yes,4,5,5,5,3,3,yes,True,False
